ID,londdist,International,local,pagamento,tipo_fatura,plano,idade,sexo,estado_civil,n_filhos,salario,carro,churn
975,28.372,0.000,40.769,cartao_credito,via_email,padrao,37,F,M,0,46812.7,N,Current
984,10.950,0.000,18.556,debito em conta,via_email,padrao,59,F,S,0,41624.7,Y,Vol
987,6.673,0.000,7.787,cartao_credito,boleto,desconto internacional,50,F,M,0,63306.6,Y,Vol
989,25.505,0.000,5.350,cartao_credito,via_email,desconto internacional,34,F,S,1,33671,N,Current
990,14.154,0.000,108.433,debito em conta,boleto,desconto internacional,39,F,S,0,16829.6,N,Current
998,18.979,0.000,32.897,cartao_credito,boleto,desconto internacional,69,M,M,0,80417.5,Y,Current
999,0.000,0.000,0.439,cartao_credito,via_email,padrao,67,M,M,1,32363.9,Y,InVol
1002,16.471,1.533,90.454,conta_corrente,via_email,padrao,53,M,M,1,34317.6,N,Vol
1003,19.934,3.709,42.224,cartao_credito,via_email,desconto internacional,86,F,M,1,99248.1,N,Vol
1006,21.006,9.127,16.684,cartao_credito,boleto,desconto internacional,62,F,M,2,8749.8,N,Vol
1010,24.148,0.000,10.475,cartao_credito,via_email,desconto internacional,38,F,M,0,17499.2,N,Current
1013,11.020,0.000,49.412,conta_corrente,via_email,padrao,94,M,M,1,76213.2,N,Current
1015,16.195,0.000,12.118,cartao_credito,via_email,desconto internacional,75,F,M,2,11434.6,N,Vol
1016,0.000,0.000,0.696,conta_corrente,boleto,padrao,56,F,S,2,27362.6,Y,InVol
1020,26.523,0.000,32.199,cartao_credito,via_email,desconto internacional,97,M,M,2,75004.5,N,Current
1021,23.184,5.535,72.958,cartao_credito,via_email,padrao,32,M,M,0,54430.2,Y,Vol
1028,12.747,0.000,109.835,conta_corrente,boleto,desconto internacional,27,F,S,1,54370.7,N,Current
1029,12.390,0.000,58.409,conta_corrente,boleto,padrao,90,M,S,2,83653.3,N,Current
1031,24.043,0.000,19.893,conta_corrente,via_email,padrao,59,F,S,0,23892.2,Y,Vol
1032,23.378,0.000,32.523,conta_corrente,via_email,padrao,77,F,S,0,34160.5,N,Vol
1036,15.256,0.000,99.363,debito em conta,via_email,padrao,27,M,M,2,50290.7,N,Current
1037,23.125,6.247,57.026,cartao_credito,boleto,desconto internacional,86,F,S,1,31639.2,N,Vol
1038,25.230,0.941,65.512,cartao_credito,via_email,desconto internacional,47,F,M,1,7071.46,N,Vol
1044,14.602,0.000,41.661,cartao_credito,via_email,desconto internacional,33,M,M,0,28000.4,Y,Current
1046,5.992,0.000,136.388,cartao_credito,via_email,padrao,77,M,S,1,2743.69,N,Current
1048,14.794,0.000,36.678,cartao_credito,boleto,desconto internacional,68,F,M,1,97318.6,Y,Vol
1050,8.949,6.197,11.949,cartao_credito,boleto,padrao,93,F,S,1,46771.2,N,Vol
1053,16.639,0.000,105.261,conta_corrente,via_email,padrao,30,F,M,1,48457.6,Y,Current
1054,16.306,0.000,34.748,conta_corrente,boleto,padrao,93,M,M,2,40372.4,Y,Current
1055,10.904,9.279,27.016,conta_corrente,via_email,desconto internacional,47,F,M,1,57611.4,N,Vol
1057,12.756,0.000,19.985,conta_corrente,boleto,padrao,89,M,M,0,60156.9,Y,Current
1059,0.000,0.000,1.519,debito em conta,boleto,padrao,18,M,S,2,11691.2,Y,InVol
1060,9.671,0.000,38.212,debito em conta,boleto,padrao,22,F,M,1,58462.3,Y,Current
1062,6.128,0.000,31.455,conta_corrente,boleto,desconto internacional,25,F,M,2,295.941,N,Vol
1065,0.000,0.000,0.609,cartao_credito,boleto,desconto internacional,53,F,S,2,96704.7,N,InVol
1067,17.339,0.000,9.316,conta_corrente,via_email,desconto internacional,44,F,S,2,17689.2,N,Vol
1075,24.804,0.000,80.130,cartao_credito,via_email,padrao,66,M,M,1,7277.29,Y,Current
1079,29.465,0.000,10.869,cartao_credito,via_email,padrao,69,F,S,0,45310.4,N,Vol
1080,4.823,0.000,34.758,debito em conta,boleto,padrao,38,M,M,0,66742.3,N,Current
1082,21.665,6.073,133.320,cartao_credito,boleto,desconto internacional,97,M,M,2,27667.6,N,Vol
1083,19.843,4.906,72.582,debito em conta,via_email,padrao,45,M,M,2,7673.47,N,Vol
1086,0.387,0.000,16.008,cartao_credito,boleto,desconto internacional,68,F,M,0,99832.9,N,Vol
1087,7.886,0.000,21.726,cartao_credito,boleto,desconto internacional,46,M,M,0,93996.8,N,Current
1091,23.554,3.191,108.275,cartao_credito,boleto,padrao,47,F,M,2,54039.4,N,Vol
1092,23.523,0.000,14.266,cartao_credito,boleto,padrao,31,M,M,2,11254.9,Y,Current
1100,7.552,0.000,36.365,cartao_credito,via_email,desconto internacional,55,F,S,2,51744.2,N,Current
1101,16.534,0.000,16.489,cartao_credito,boleto,padrao,56,M,S,0,4841.33,Y,Current
1103,5.014,7.916,24.417,debito em conta,via_email,desconto internacional,72,M,S,0,22150.8,N,Current
1104,4.728,0.000,27.186,debito em conta,via_email,padrao,45,M,M,2,39035.8,N,Current
1106,1.664,0.000,14.107,cartao_credito,boleto,padrao,63,M,M,0,82981,N,Current
1110,0.837,0.000,30.127,conta_corrente,via_email,padrao,80,F,S,1,31809.7,Y,Vol
1112,19.414,4.502,21.197,cartao_credito,boleto,desconto internacional,80,F,M,1,17755.4,N,Vol
1115,6.417,0.000,145.393,conta_corrente,boleto,desconto internacional,61,M,M,0,41063.6,Y,Current
1116,20.241,0.000,18.249,conta_corrente,via_email,padrao,48,F,M,0,4581.11,N,Vol
1118,28.793,0.000,107.569,debito em conta,via_email,padrao,49,M,S,0,9414.82,N,Current
1122,9.388,0.000,38.968,cartao_credito,via_email,padrao,65,M,S,1,57626.9,Y,Current
1123,28.197,9.531,13.988,debito em conta,via_email,padrao,28,F,M,2,63328.8,N,Vol
1128,0.000,0.000,0.583,cartao_credito,via_email,desconto internacional,78,F,M,2,62685,N,Vol
1130,25.095,0.000,111.591,cartao_credito,boleto,padrao,46,F,M,1,51014,N,Vol
1133,0.000,0.000,0.907,cartao_credito,boleto,padrao,25,F,S,2,88023.2,N,InVol
1136,13.295,2.877,56.445,cartao_credito,via_email,padrao,42,M,M,0,18552.7,N,Vol
1138,23.933,0.000,47.477,conta_corrente,boleto,desconto internacional,23,F,S,1,14082,N,Vol
1143,29.350,0.000,20.094,cartao_credito,boleto,padrao,57,F,M,1,50290.7,N,Vol
1149,11.899,0.000,11.939,cartao_credito,via_email,padrao,69,F,M,0,91198.6,N,Current
1152,13.767,0.000,47.986,cartao_credito,via_email,padrao,58,M,S,2,4123.46,N,Current
1158,4.269,0.000,57.619,conta_corrente,via_email,padrao,54,F,M,0,37389.2,N,Vol
1160,6.990,0.000,64.412,cartao_credito,via_email,padrao,76,M,S,2,59592.6,Y,Current
1164,26.004,0.000,37.129,conta_corrente,boleto,desconto internacional,79,F,S,1,87818.3,N,Current
1166,26.499,0.000,54.757,cartao_credito,via_email,padrao,86,M,S,2,56256.1,N,Current
1181,25.324,0.000,45.122,cartao_credito,via_email,desconto internacional,61,M,M,1,18307.4,N,Current
1188,0.775,0.000,5.716,debito em conta,boleto,padrao,84,F,M,2,5936.48,Y,Vol
1193,19.780,0.000,57.618,cartao_credito,boleto,desconto internacional,73,F,S,0,23832,N,Current
1196,0.000,0.000,0.461,conta_corrente,boleto,padrao,77,F,S,0,36434.3,Y,InVol
1199,7.260,0.000,74.813,cartao_credito,boleto,padrao,55,M,M,1,69408.3,N,Current
1201,2.062,0.000,16.598,conta_corrente,boleto,padrao,28,M,S,2,39700.3,N,Vol
1202,17.734,0.000,5.428,cartao_credito,via_email,padrao,45,F,M,0,41947.8,N,Current
1203,0.000,0.000,3.540,debito em conta,boleto,desconto internacional,68,M,M,1,27677.8,N,Current
1204,2.461,0.000,71.661,cartao_credito,via_email,padrao,75,F,M,2,42846.2,Y,Vol
1211,21.442,0.000,38.816,cartao_credito,via_email,padrao,71,M,M,0,51195.5,Y,Current
1219,16.772,0.000,16.358,debito em conta,via_email,desconto internacional,84,M,S,0,34148.6,Y,Current
1223,0.000,0.000,4.422,conta_corrente,via_email,desconto internacional,62,F,S,2,5197,N,InVol
1229,19.802,0.000,9.315,cartao_credito,boleto,desconto internacional,21,F,M,0,38705.5,Y,Vol
1237,0.000,0.000,3.405,debito em conta,boleto,padrao,49,F,S,0,23660.3,N,InVol
1250,22.156,0.092,54.799,cartao_credito,via_email,padrao,41,M,S,0,85804.3,Y,Current
1252,0.299,7.787,220.977,cartao_credito,via_email,desconto internacional,49,F,S,1,60310.6,Y,Vol
1254,19.556,0.000,34.424,cartao_credito,boleto,padrao,83,M,M,2,25108.2,Y,Current
1255,23.309,0.000,83.498,cartao_credito,boleto,padrao,59,M,S,0,33912.4,Y,Current
1259,14.156,0.000,84.915,conta_corrente,via_email,desconto internacional,32,F,M,1,7027.14,N,Current
1261,9.559,0.000,150.243,cartao_credito,via_email,padrao,65,F,M,0,58345.8,N,Vol
1264,25.634,0.000,5.344,cartao_credito,via_email,padrao,51,M,S,0,2630.4,Y,Current
1267,2.497,0.000,24.990,conta_corrente,via_email,padrao,92,M,M,0,29518.8,N,Current
1273,0.723,0.000,28.703,debito em conta,boleto,padrao,97,M,S,0,75854.9,N,Current
1278,28.482,0.000,23.397,debito em conta,via_email,padrao,30,M,M,1,3578,N,Current
1280,21.468,0.000,54.455,conta_corrente,boleto,padrao,64,F,S,2,62275.3,Y,Vol
1283,1.717,0.000,91.747,debito em conta,via_email,desconto internacional,74,F,M,0,25445.6,N,Vol
1293,6.830,0.000,52.201,conta_corrente,via_email,padrao,44,M,M,1,49554.8,N,Current
1296,8.598,0.000,117.986,cartao_credito,via_email,desconto internacional,18,M,M,0,1846.01,N,Vol
1297,17.478,0.000,24.210,cartao_credito,via_email,padrao,84,F,S,0,95056.9,N,Vol
1298,23.057,0.000,5.943,cartao_credito,via_email,desconto internacional,18,M,M,0,40728.7,N,Current
1300,9.614,2.656,160.666,cartao_credito,via_email,padrao,72,M,S,2,55050.5,Y,Vol
1301,0.000,0.000,3.259,debito em conta,via_email,padrao,21,F,M,0,73701.9,Y,InVol
1309,4.316,0.629,66.906,conta_corrente,boleto,desconto internacional,87,M,M,0,98127.6,N,Current
1314,19.788,0.000,126.651,debito em conta,boleto,padrao,84,M,S,2,27958.5,N,Current
1316,23.292,2.866,62.326,cartao_credito,via_email,padrao,22,M,M,1,95847.9,Y,Vol
1321,28.325,0.000,54.310,cartao_credito,via_email,desconto internacional,19,F,M,1,67750.9,N,Current
1322,0.344,0.000,10.984,cartao_credito,via_email,padrao,42,M,S,1,93645.3,N,Current
1323,22.024,0.000,19.501,conta_corrente,boleto,padrao,42,F,M,1,31650.2,N,Current
1325,1.184,0.000,33.624,cartao_credito,via_email,padrao,80,F,M,1,86618.8,N,Vol
1326,27.814,2.097,94.109,cartao_credito,boleto,padrao,80,F,S,0,48506.7,N,Vol
1327,6.350,0.000,19.745,conta_corrente,via_email,desconto internacional,53,M,M,0,50622.9,Y,Current
1331,0.104,0.000,29.743,cartao_credito,via_email,padrao,59,F,M,0,50290.7,Y,Vol
1336,0.000,0.000,2.315,debito em conta,via_email,padrao,61,F,M,1,79324.7,Y,InVol
1337,29.891,0.000,37.417,cartao_credito,via_email,padrao,81,F,S,0,54486.5,N,Vol
1338,26.665,6.969,5.949,debito em conta,via_email,padrao,41,F,M,1,84388.5,N,Vol
1342,16.897,0.000,11.516,cartao_credito,via_email,padrao,53,M,S,2,21242.8,N,Current
1343,17.262,0.000,75.583,debito em conta,boleto,padrao,91,M,S,2,61766.7,Y,Current
1346,3.794,0.000,24.144,cartao_credito,boleto,desconto internacional,71,M,S,0,28273,Y,Current
1349,1.042,6.103,28.831,cartao_credito,via_email,desconto internacional,33,M,M,1,57237.9,N,Vol
1352,20.768,0.000,38.154,debito em conta,boleto,padrao,71,M,S,1,37248.6,Y,Current
1354,20.761,0.000,43.303,cartao_credito,via_email,padrao,64,F,M,2,25796.5,N,Vol
1358,16.422,0.000,39.755,debito em conta,via_email,padrao,76,M,S,1,24104.7,N,Current
1365,26.292,0.000,35.319,cartao_credito,via_email,desconto internacional,49,F,M,2,48471.1,N,Vol
1366,11.305,0.000,71.501,conta_corrente,via_email,desconto internacional,75,F,S,1,57952.6,N,Vol
1368,6.978,0.000,15.516,debito em conta,boleto,padrao,39,F,S,1,31931.3,N,Current
1370,9.391,0.000,21.318,cartao_credito,boleto,desconto internacional,33,F,M,1,33967.7,N,Current
1371,23.243,0.000,87.620,cartao_credito,via_email,padrao,25,F,S,0,91106.4,N,Current
1373,12.199,0.000,109.798,cartao_credito,boleto,padrao,85,M,M,0,18909.5,Y,Current
1376,17.915,0.000,6.012,cartao_credito,boleto,padrao,26,M,S,2,19998.4,N,Vol
1378,0.000,0.000,2.942,cartao_credito,via_email,desconto internacional,31,F,M,1,43787,N,InVol
1379,0.000,0.000,2.399,conta_corrente,via_email,padrao,39,F,M,2,72401.8,N,Current
1380,7.967,0.000,23.767,cartao_credito,boleto,padrao,68,M,S,1,83556.7,N,Current
1381,4.450,7.274,296.629,conta_corrente,boleto,desconto internacional,46,F,M,0,34437.2,Y,Vol
1385,22.726,0.000,10.913,conta_corrente,via_email,padrao,86,F,M,2,36090.7,N,Vol
1389,17.314,0.000,53.614,cartao_credito,boleto,desconto internacional,65,F,M,2,58148.7,N,Vol
1390,5.173,0.000,11.144,debito em conta,boleto,padrao,85,F,M,2,69730.9,Y,Vol
1391,12.145,0.000,116.591,conta_corrente,boleto,padrao,79,F,S,2,43151.7,N,Vol
1393,19.516,0.000,86.454,conta_corrente,via_email,desconto internacional,82,F,S,0,17491.4,N,Vol
1395,21.323,0.000,7.548,cartao_credito,boleto,padrao,30,F,M,2,16948.8,N,Current
1398,19.143,2.354,40.372,cartao_credito,boleto,desconto internacional,72,F,M,1,38788.3,Y,Vol
1403,3.714,0.000,10.216,debito em conta,boleto,padrao,88,F,S,2,10764.6,N,Vol
1404,12.858,0.036,156.512,cartao_credito,via_email,desconto internacional,18,F,M,0,13441.5,N,Current
1411,3.859,0.000,20.854,conta_corrente,boleto,padrao,62,M,S,1,47503.9,N,Current
1415,5.926,0.000,44.593,cartao_credito,boleto,desconto internacional,66,M,S,2,72018.6,Y,Current
1417,0.000,0.000,4.999,conta_corrente,via_email,desconto internacional,29,F,S,1,21529.1,N,Vol
1418,25.236,0.000,56.038,cartao_credito,via_email,padrao,36,M,M,1,96349.8,N,Current
1421,3.452,4.183,117.344,debito em conta,via_email,padrao,76,F,M,0,35697.5,N,Vol
1424,9.819,0.000,82.453,cartao_credito,via_email,desconto internacional,60,F,M,1,40792.3,Y,Current
1428,27.878,0.000,13.129,debito em conta,boleto,padrao,46,F,M,0,94576.2,Y,Vol
1429,11.003,0.000,87.129,cartao_credito,via_email,padrao,42,M,M,0,69463.1,N,Current
1430,0.000,0.000,2.608,cartao_credito,boleto,desconto internacional,79,M,S,1,16203.5,Y,InVol
1432,13.661,0.000,37.685,cartao_credito,boleto,padrao,90,F,M,1,2796.07,N,Current
1436,12.613,0.000,18.812,debito em conta,via_email,padrao,88,F,S,0,68608,N,Current
1437,26.191,0.000,18.197,cartao_credito,via_email,desconto internacional,46,M,M,1,44065.4,Y,Current
1440,16.159,6.099,13.831,cartao_credito,via_email,desconto internacional,31,F,M,1,99485.3,N,Current
1443,15.617,0.000,13.691,cartao_credito,via_email,desconto internacional,60,M,M,0,35125,N,Current
1448,27.990,0.000,11.629,cartao_credito,boleto,padrao,57,F,M,1,4875.25,N,Vol
1453,23.312,0.000,38.437,cartao_credito,boleto,padrao,71,F,S,0,26435.8,N,Current
1455,2.964,3.301,73.325,debito em conta,via_email,desconto internacional,41,F,S,2,48271.8,N,Vol
1457,0.000,0.000,2.343,cartao_credito,via_email,desconto internacional,49,F,M,2,50290.7,N,Vol
1459,14.152,0.000,76.270,cartao_credito,via_email,desconto internacional,86,M,M,1,12713.3,N,Current
1461,0.000,0.000,1.481,conta_corrente,via_email,padrao,94,M,S,0,13946.8,N,Current
1462,14.742,0.000,147.293,cartao_credito,via_email,desconto internacional,19,F,M,1,16915.2,N,Vol
1463,20.748,0.000,24.522,cartao_credito,via_email,padrao,20,M,S,2,68140.5,N,Current
1464,15.271,0.000,29.477,cartao_credito,via_email,padrao,43,F,S,1,77021.7,N,Vol
1467,10.429,0.000,16.897,cartao_credito,boleto,desconto internacional,47,M,S,1,12752.5,Y,Current
1483,14.471,0.000,7.097,debito em conta,boleto,padrao,68,F,M,0,62484.8,N,Vol
1484,11.661,0.000,38.360,debito em conta,boleto,desconto internacional,49,M,S,0,32358.1,N,Current
1485,0.000,0.000,1.957,cartao_credito,via_email,desconto internacional,45,F,S,0,45057.1,N,InVol
1487,3.723,0.000,36.504,cartao_credito,boleto,desconto internacional,61,M,S,0,72385.9,N,Current
1490,16.814,0.000,80.187,debito em conta,boleto,desconto internacional,71,F,M,0,45444,N,Current
1491,22.441,9.185,29.180,conta_corrente,boleto,padrao,36,M,M,0,97341.4,N,Current
1493,7.260,6.122,184.525,conta_corrente,boleto,padrao,82,M,S,0,48841.4,N,Vol
1494,5.179,5.644,112.808,conta_corrente,boleto,padrao,34,F,M,1,73098.7,N,Vol
1496,23.132,0.000,23.328,cartao_credito,via_email,padrao,22,F,M,1,25863.8,N,Vol
1502,22.904,2.151,22.630,conta_corrente,via_email,padrao,55,M,S,2,33377.3,N,Current
1509,29.356,0.000,13.786,conta_corrente,boleto,desconto internacional,40,M,S,2,33373.9,N,Current
1513,0.000,0.000,3.928,cartao_credito,via_email,padrao,88,F,M,2,58807.5,Y,InVol
1515,28.839,0.000,51.143,cartao_credito,boleto,padrao,92,M,S,0,79872.6,N,Current
1522,28.236,0.000,66.499,cartao_credito,boleto,padrao,21,M,S,1,48107.2,N,Current
1531,0.000,0.000,3.328,cartao_credito,via_email,desconto internacional,36,F,S,1,94083.3,N,Current
1532,0.000,0.000,3.597,debito em conta,via_email,desconto internacional,23,M,S,0,22475.5,N,InVol
1539,2.937,0.000,165.434,cartao_credito,boleto,desconto internacional,48,M,M,1,3793.73,N,Current
1543,23.217,0.000,143.812,conta_corrente,boleto,desconto internacional,22,F,S,2,14905,Y,Vol
1547,1.741,0.000,30.121,cartao_credito,via_email,padrao,43,F,M,2,22781.6,Y,Vol
1549,10.512,0.000,5.907,debito em conta,boleto,desconto internacional,67,F,S,1,9824.75,N,Current
1550,27.747,8.249,19.635,cartao_credito,boleto,padrao,53,F,S,2,11503.8,Y,Vol
1552,23.858,0.000,9.484,debito em conta,boleto,padrao,34,M,S,2,59753.2,Y,Current
1558,8.318,0.000,29.316,cartao_credito,boleto,padrao,78,F,M,0,16840.7,N,Current
1561,6.253,0.000,24.717,cartao_credito,boleto,padrao,27,F,S,2,13094.8,N,Vol
1567,23.761,0.000,68.351,debito em conta,via_email,desconto internacional,65,F,M,1,37079.4,N,Current
1574,14.697,0.000,17.870,debito em conta,via_email,desconto internacional,30,F,S,1,73334.3,N,Current
1580,13.988,7.559,20.720,debito em conta,boleto,padrao,42,F,M,0,69458.8,N,Vol
1582,13.149,0.000,33.939,conta_corrente,boleto,padrao,37,M,S,1,13126.9,N,Current
1585,3.710,0.256,11.871,cartao_credito,via_email,padrao,58,F,M,1,16350.3,Y,Current
1588,10.973,0.000,60.000,conta_corrente,boleto,desconto internacional,45,M,M,0,27170.6,N,Current
1596,14.806,0.000,121.406,debito em conta,boleto,desconto internacional,50,F,M,2,96821.1,N,Vol
1602,22.172,0.577,13.460,debito em conta,via_email,padrao,94,F,S,1,17540.7,Y,Vol
1604,18.965,0.000,40.776,debito em conta,boleto,padrao,33,M,M,2,80385.4,N,Current
1608,23.996,0.000,75.193,cartao_credito,via_email,padrao,93,M,S,1,4347.25,N,Current
1609,23.413,0.000,85.216,conta_corrente,boleto,desconto internacional,89,M,S,0,51669,N,Current
1613,6.533,0.000,13.846,conta_corrente,boleto,desconto internacional,27,M,M,2,16875.9,Y,Vol
1617,8.761,0.000,25.636,cartao_credito,via_email,desconto internacional,20,F,M,1,2976.91,N,Current
1626,16.617,7.882,16.057,conta_corrente,boleto,padrao,47,M,S,0,4961.5,Y,Current
1633,13.325,8.053,56.647,cartao_credito,via_email,padrao,73,F,M,2,5237.63,N,Vol
1635,25.718,0.000,73.715,cartao_credito,via_email,padrao,67,M,S,1,80982.7,N,Current
1637,26.431,6.180,51.406,cartao_credito,via_email,padrao,19,F,S,1,71906.8,N,Vol
1640,24.753,1.485,62.628,conta_corrente,boleto,desconto internacional,45,F,S,0,50290.7,Y,Vol
1645,9.373,0.000,25.154,debito em conta,boleto,padrao,63,M,M,2,60644.3,N,Current
1650,20.383,0.000,31.871,debito em conta,boleto,padrao,37,M,S,2,34524.7,Y,Current
1654,0.000,0.000,3.509,cartao_credito,boleto,padrao,50,F,S,0,44785.4,N,InVol
1657,14.477,0.000,53.379,conta_corrente,boleto,padrao,23,M,S,0,12686.9,N,Vol
1668,3.369,0.000,43.539,conta_corrente,via_email,padrao,47,F,S,1,59489,N,Current
1669,26.961,0.306,79.548,cartao_credito,via_email,padrao,31,M,S,2,14690.1,N,Current
1670,11.815,0.000,26.818,cartao_credito,boleto,padrao,76,M,S,1,91607.4,N,Current
1671,1.037,9.591,12.907,debito em conta,boleto,padrao,83,F,S,2,76845.3,Y,Vol
1672,5.334,0.000,33.211,debito em conta,via_email,padrao,21,F,M,2,82056.6,N,Current
1677,0.000,0.000,1.008,debito em conta,boleto,padrao,18,F,M,2,64726.8,N,Current
1680,20.697,0.000,5.174,conta_corrente,via_email,padrao,35,M,M,2,42623.5,N,Current
1682,17.083,0.000,163.975,conta_corrente,boleto,padrao,77,F,S,1,37331.2,N,Current
1693,23.900,0.000,19.672,conta_corrente,via_email,desconto internacional,29,F,M,2,79960,N,Current
1695,17.875,0.000,76.318,cartao_credito,boleto,padrao,93,M,S,0,93302.9,N,Current
1697,17.450,4.941,49.924,debito em conta,boleto,padrao,39,F,M,2,47902,N,Current
1701,9.574,0.000,85.112,cartao_credito,boleto,padrao,39,M,S,2,32272.7,N,Current
1708,17.842,9.491,89.767,cartao_credito,via_email,padrao,70,F,S,0,58384.3,N,Vol
1710,4.301,0.000,7.162,debito em conta,via_email,padrao,96,M,M,1,2502.74,N,Current
1716,9.313,0.000,115.921,conta_corrente,via_email,desconto internacional,47,F,M,0,79721.1,N,Vol
1717,26.046,0.000,114.276,conta_corrente,via_email,padrao,97,M,M,2,40844.4,N,Current
1718,1.816,0.000,90.246,cartao_credito,via_email,padrao,79,F,M,0,8090.4,Y,Vol
1723,3.347,9.610,136.888,conta_corrente,via_email,padrao,68,M,S,1,57322.1,Y,Vol
1731,10.270,1.674,29.639,cartao_credito,boleto,padrao,20,M,M,0,69444.5,N,Vol
1734,10.474,0.000,7.525,cartao_credito,via_email,padrao,51,M,M,0,64313,N,Current
1737,10.608,0.125,159.885,debito em conta,via_email,desconto internacional,40,M,S,2,88943.9,N,Current
1738,13.872,0.000,5.049,conta_corrente,via_email,padrao,39,M,S,1,50126.8,N,Current
1739,12.537,0.000,311.290,cartao_credito,via_email,padrao,21,F,S,0,45612.9,N,Current
1746,23.290,0.000,41.349,conta_corrente,via_email,desconto internacional,27,F,S,1,92718.6,N,Current
1760,3.113,0.000,127.138,cartao_credito,via_email,padrao,68,M,S,2,17047.2,Y,Current
1762,11.057,0.000,50.846,cartao_credito,boleto,padrao,64,F,S,1,7737.94,N,Vol
1767,12.376,0.000,163.414,cartao_credito,via_email,desconto internacional,51,F,M,2,59613.1,N,Vol
1769,27.012,7.554,45.374,cartao_credito,boleto,padrao,92,M,S,1,57904.4,N,Vol
1771,19.440,0.000,14.385,cartao_credito,via_email,padrao,97,M,M,2,88146.4,N,Current
1774,3.752,0.000,9.262,cartao_credito,boleto,desconto internacional,27,M,S,1,86608.5,N,Current
1777,0.378,0.000,28.662,cartao_credito,boleto,padrao,72,F,M,0,78851.3,N,Vol
1784,0.000,0.000,1.346,cartao_credito,boleto,desconto internacional,75,F,S,1,16326.7,N,InVol
1785,12.699,0.000,88.095,debito em conta,boleto,desconto internacional,87,F,M,1,3624.7,N,Vol
1789,27.258,0.000,69.366,debito em conta,boleto,padrao,57,F,M,1,36016.9,N,Vol
1791,20.454,0.000,39.334,conta_corrente,via_email,desconto internacional,76,F,M,2,42031.8,N,Current
1795,28.827,4.748,13.531,cartao_credito,via_email,desconto internacional,39,M,M,1,39229.1,N,Vol
1800,3.285,0.000,8.224,debito em conta,via_email,padrao,42,M,M,0,57042.2,N,Current
1803,0.439,0.000,122.379,debito em conta,boleto,padrao,74,M,S,1,94449.5,N,Current
1814,3.527,0.000,257.192,cartao_credito,via_email,padrao,45,F,M,2,67085.4,N,Vol
1815,17.657,0.000,23.421,conta_corrente,boleto,padrao,28,F,S,1,4972.89,N,Vol
1818,2.502,0.000,31.993,debito em conta,boleto,padrao,67,M,M,0,26369.2,N,Current
1820,18.851,0.000,31.789,debito em conta,boleto,desconto internacional,73,F,M,2,35976.5,Y,Vol
1822,24.773,0.000,20.079,conta_corrente,boleto,desconto internacional,92,F,M,1,77129.1,Y,Vol
1823,15.597,0.000,24.194,conta_corrente,boleto,padrao,79,F,M,2,8204.72,N,Vol
1825,27.093,0.000,87.261,debito em conta,via_email,desconto internacional,59,M,M,2,40714.5,N,Current
1827,8.212,9.635,45.669,debito em conta,boleto,padrao,75,M,M,1,97180.4,N,Vol
1837,14.614,0.000,74.725,cartao_credito,via_email,padrao,68,F,M,2,50290.7,N,Vol
1840,9.572,0.000,10.473,conta_corrente,via_email,padrao,23,F,M,0,869.57,N,Vol
1843,22.892,0.000,22.187,conta_corrente,via_email,desconto internacional,52,F,M,1,70002.4,N,Vol
1847,17.460,0.000,12.450,conta_corrente,boleto,padrao,82,M,S,0,37498.2,Y,Current
1851,12.230,0.000,135.424,conta_corrente,boleto,padrao,31,M,M,0,51015.7,Y,Current
1858,17.787,0.000,9.546,cartao_credito,boleto,padrao,96,M,S,2,29835.9,Y,Current
1867,18.354,0.000,50.116,cartao_credito,via_email,padrao,80,M,S,1,13141.5,N,Current
1871,0.000,0.000,2.766,cartao_credito,boleto,padrao,55,F,M,1,26340.7,Y,InVol
1873,1.910,0.000,25.957,cartao_credito,boleto,padrao,86,F,S,0,69350.5,Y,Current
1883,26.776,0.000,58.356,cartao_credito,via_email,padrao,97,F,M,1,51812.2,N,Vol
1885,17.133,0.000,12.336,cartao_credito,via_email,padrao,82,F,M,1,49453.8,N,Current
1888,27.975,0.000,58.092,debito em conta,via_email,padrao,62,F,S,2,28787.4,N,Current
1889,26.687,0.000,9.670,cartao_credito,boleto,padrao,79,F,S,1,94278.7,Y,Current
1901,17.391,0.000,41.485,debito em conta,boleto,padrao,58,M,S,2,12160.7,N,Current
1905,25.971,0.000,10.947,cartao_credito,via_email,padrao,35,F,M,0,80659.1,N,Current
1914,3.172,0.000,58.038,cartao_credito,via_email,padrao,57,M,M,1,35075,N,Current
1918,2.462,0.000,109.734,debito em conta,boleto,padrao,23,M,M,1,43457.9,N,Current
1919,25.986,0.000,21.093,cartao_credito,boleto,padrao,44,M,S,1,82314.1,Y,Current
1935,22.385,0.000,40.490,debito em conta,via_email,padrao,93,F,S,1,13109.1,N,Current
1937,7.830,0.000,121.462,cartao_credito,via_email,desconto internacional,71,M,M,2,51493,Y,Current
1940,24.652,0.000,48.538,cartao_credito,via_email,desconto internacional,65,F,M,0,17700.4,N,Vol
1942,22.799,0.000,20.263,cartao_credito,via_email,desconto internacional,88,M,M,1,13091.6,N,Current
1943,17.216,0.000,31.559,conta_corrente,via_email,desconto internacional,55,F,M,0,91708.4,N,Current
1944,17.007,0.000,137.337,cartao_credito,boleto,padrao,28,F,S,0,64335,Y,Current
1957,9.007,0.000,38.162,conta_corrente,boleto,padrao,88,M,S,2,6704.78,N,Current
